name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,developer
Ultimate Puzzle Games,Game Boy Advance,2005,Puzzle,Telegames,0.01,0.0,0.0,0.0,0.02,"Telegames, Inc."
Kimikare: New Semester,PlayStation Portable,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Katekyoo Hitman Reborn! Kindan No Yami No Delta,PlayStation 2,2008,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Unknown
Prototype: Biohazard Bundle,PlayStation 4,2016,Action,Activision,0.01,0.0,0.0,0.0,0.02,Radical Entertainment
Robocop,Xbox,2003,Shooter,Titus,0.01,0.0,0.0,0.0,0.02,Titus Software
Haneru No Tobira Wii: Girigirissu,Nintendo Wii,2007,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Elminage Ii: Sousei No Megami To Unmei No Daichi,PlayStation Portable,2009,Role Playing,Starfish,0.0,0.0,0.02,0.0,0.02,Unknown
Titanic Mystery,Nintendo Wii,2010,Puzzle,O Games,0.02,0.0,0.0,0.0,0.02,Purple Hills
Aqua Panic!,Nintendo DS,2009,Puzzle,Neko Entertainment,0.01,0.01,0.0,0.0,0.02,Unknown
Blazing Souls,PlayStation 2,2006,Role Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Blood Bowl: Legendary Edition,Personal Computer,2010,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,Cyanide
Invizimals: The Lost Kingdom,PlayStation 3,2013,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,Magenta Software
Worms,Xbox 360,2007,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,Team 17
Seinaru Kana: Orichalcum No Na No Motoni,PlayStation Portable,2012,Action,Cyberfront,0.0,0.0,0.02,0.0,0.02,Unknown
Nhl 2K3,GameCube,2002,Sports,Sega,0.01,0.0,0.0,0.0,0.02,Treyarch
The Hustle: Detroit Streets,Xbox,2006,Sports,Activision,0.01,0.0,0.0,0.0,0.02,Blade Interactive
Tail Of The Sun,PlayStation,1996,Role Playing,Artdink,0.01,0.01,0.0,0.0,0.02,Unknown
Revolution: 25Th Anniversary Collection,Personal Computer,2016,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02,Revolution Software
Barnyard Blast: Swine Of The Night,Nintendo DS,2008,Platform,Big Ben Interactive,0.02,0.0,0.0,0.0,0.02,"Sanuk Software Co., Ltd., Sanuk Games"
Back To The Future: The Game,Xbox One,2015,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02,Telltale Games
Space Channel 5: Ulala'S Cosmic Attack,Game Boy Advance,2002,Misc,Atari,0.01,0.0,0.0,0.0,0.02,Art
Balls Of Fury,Nintendo DS,2007,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,Black Lantern Studios
Still Life 2,Personal Computer,2009,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02,GameCo
Disney Sports Basketball,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,Konami
Ozzy & Drix,Game Boy Advance,2003,Platform,Midway Games,0.01,0.0,0.0,0.0,0.02,Unknown
Nobunaga No Yabou: Soutensoku With Power-Up Kit,PlayStation Portable,2011,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown
Yamasa Digi World Sp: Moeyo! Kung Fu Shukujo,PlayStation 2,2006,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown
Disney Sports Football,GameCube,2002,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,KCEO
Castle Shikigami 2,PlayStation 2,2004,Shooter,Play It,0.01,0.01,0.0,0.0,0.02,Alfa System
Wizardry Twin Pack,PlayStation 3,2011,Role Playing,Acquire,0.0,0.0,0.02,0.0,0.02,Unknown
Rabbids Invasion: The Interactive Tv Show,PlayStation 4,2014,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.02,Unknown
Gadget Racers (Pal),PlayStation 2,2002,Racing,Zoo Digital Publishing,0.0,0.0,0.02,0.0,0.02,Unknown
Moe Star: Moeru Toudai Eigojuku,Nintendo DS,2008,Misc,Mirai Shounen,0.0,0.0,0.02,0.0,0.02,Unknown
The Cube,Nintendo Wii,2012,Action,Funbox Media,0.0,0.02,0.0,0.0,0.02,Unknown
Bejeweled Blitz,Personal Computer,2010,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,0.02,PopCap
Peggle Nights,Personal Computer,2008,Puzzle,Popcap Games,0.0,0.01,0.0,0.0,0.02,PopCap
Pulse Racer,Xbox,2003,Racing,Jaleco,0.01,0.0,0.0,0.0,0.02,Jaleco Entertainment
Freestyle Metal X,GameCube,2003,Racing,Midway Games,0.01,0.0,0.0,0.0,0.02,Unknown
Tegami Bachi: Kokoro Tsumugu Mono E,PlayStation Portable,2010,Role Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown
Spirits & Spells,GameCube,2003,Platform,Wanadoo,0.01,0.0,0.0,0.0,0.02,Unknown
Agatha Christie: Death On The Nile,Personal Computer,2008,Adventure,Big Fish Games,0.0,0.01,0.0,0.0,0.02,Oberon Media
Antiphona No Seikahime: Tenshi No Gakufu Op.A,PlayStation Portable,2009,Role Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,Unknown
Nba 07,PlayStation 2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,SCEA
Mystery Tales 2: The Spirit Mask,Nintendo DS,2011,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.02,Easy Interactive
Rogue Trooper,Xbox,2006,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,Rebellion
Combat Flight Simulator 3: Battle For Europe,Personal Computer,2002,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.0,0.02,Microsoft Game Studios
Tv Anime Idolm@Ster: Cinderella Girls G4U! Pack Vol.2,PlayStation 3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Tomb Raider: Legend,Personal Computer,2006,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,Nixxes Software
Command & Conquer 3: Kane'S Wrath,Personal Computer,2008,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,Unknown
Eyeshield 21: Portable Edition,PlayStation Portable,2006,Role Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown
Taishou Moebius Line Vitable,PlayStation Vita,2016,Adventure,Dramatic Create,0.0,0.0,0.02,0.0,0.02,Unknown
Robotics;Notes,PlayStation Vita,2014,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
Kabushiki Baibai Trainer: Kabutore! Next,Nintendo DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown
Machi: Unmei No Kousaten,PlayStation Portable,2006,Adventure,Chunsoft,0.0,0.0,0.02,0.0,0.02,Unknown
Golden Nugget Casino Ds,Nintendo DS,2005,Misc,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,Skyworks Technologies
Machi-Ing Maker 4,PlayStation 3,2011,Strategy,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
World Class Rugby 2: Kokunai Gekitou Hen '93,Super Nintendo Entertainment System,1994,Sports,Misawa,0.0,0.0,0.02,0.0,0.02,Unknown
Ketsui Death Label,Nintendo DS,2008,Shooter,Arika,0.0,0.0,0.02,0.0,0.02,Unknown
This War Of Mine,PlayStation 4,2016,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02,Unknown
Mechanic Master 2,Nintendo DS,2010,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.02,Crave
Sd Gundam Force,Game Boy Advance,2004,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.02,Bandai
Clover No Kuni No Alice: Wonderful Wonder World,PlayStation Portable,2011,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,Unknown
Abunai: Koi No Sousa Shitsu,PlayStation Vita,2015,Action,Asgard,0.0,0.0,0.02,0.0,0.02,Unknown
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: Cr Fever Captain Harlock,PlayStation 2,2007,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Raven Squad: Operation Hidden Dagger,Personal Computer,2009,Shooter,Evolved Games,0.02,0.0,0.0,0.0,0.02,Atomic Motion
Monster High 13 Wishes,Nintendo 3DS,2013,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,Game Machine Studios
Myth Makers: Super Kart Gp,Nintendo Wii,2007,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02,Data Design Interactive
Canada Hunt,Nintendo Wii,2010,Sports,Virtual Play Games,0.02,0.0,0.0,0.0,0.02,Virtual Play Inc.
Planetarian: Chiisana Hoshi No Yume,PlayStation Portable,2009,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,Unknown
Ga - Geijutsuka Art Design Class: Slapstick Wonder Land,PlayStation Portable,2010,Adventure,Russel,0.0,0.0,0.02,0.0,0.02,Unknown
Roommate Asami: Okusama Wa Joshikousei,PlayStation 2,2002,Adventure,Datam Polystar,0.0,0.0,0.02,0.0,0.02,Unknown
Cabbage Patch Kids: The Patch Puppy Rescue,Game Boy Advance,2007,Misc,D3Publisher,0.01,0.0,0.0,0.0,0.02,Unknown
Pirates: Legend Of The Black Buccaneer,PlayStation 2,2006,Adventure,10Tacle Studios,0.01,0.01,0.0,0.0,0.02,WideScreen Games
Let'S Dance With Mel B,Xbox 360,2011,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.02,Lightning Fish Games
Horrid Henry: Missions Of Mischief,Nintendo Wii,2010,Adventure,Southpeak Games,0.0,0.01,0.0,0.0,0.02,Asylum Entertainment
East India Company,Personal Computer,2009,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,Nitro Games
Ultraman Star Chronicles,PlayStation Portable,2013,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Amagoushi No Yakata,PlayStation 2,2007,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,Unknown
Tv Anime Idolm@Ster: Cinderella Girls G4U! Pack Vol.3,PlayStation 3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Ginga Tetsudou 999 Ds,Nintendo DS,2010,Adventure,Culture Brain,0.0,0.0,0.02,0.0,0.02,Unknown
Aedis Eclipse: Generation Of Chaos,PlayStation Portable,2006,Role Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02,"Neverland, Idea Factory"
Koihime Enbu,PlayStation 4,2016,Fighting,Yeti,0.0,0.0,0.02,0.0,0.02,Unknown
Franklin: A Birthday Surprise,PlayStation 2,2006,Misc,Game Factory,0.01,0.01,0.0,0.0,0.02,Neko Entertainment
Suzunone Seven: Rebirth Knot,PlayStation 2,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Unknown
"Hanayaka Kana, Ware Ga Ichizoku: Tasogare Polarstar",PlayStation Portable,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Zoids Dash,Nintendo DS,2006,Role Playing,Tomy Corporation,0.0,0.0,0.02,0.0,0.02,Unknown
Digimon Rumble Arena,PlayStation,2001,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,Bandai
Vitamin X Evolution Plus,PlayStation Portable,2010,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Neves,Nintendo DS,2007,Puzzle,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02,"Yuke's, Yuke's Company of America"
Dynasty Warriors: Eiketsuden,PlayStation 4,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown
Wild West Shootout,Nintendo Wii,2010,Shooter,Unknown,0.01,0.01,0.0,0.0,0.02,Funbox Media
Muvluv Double Pack,PlayStation Vita,2016,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
Super Speed Machines,Nintendo DS,2009,Racing,Midas Interactive Entertainment,0.02,0.0,0.0,0.0,0.02,Kemco
Goblin Commander: Unleash The Horde,GameCube,2003,Strategy,Jaleco,0.01,0.0,0.0,0.0,0.02,Jaleco Entertainment
Final Fight: Streetwise,Xbox,2006,Action,Capcom,0.01,0.0,0.0,0.0,0.02,Secret Level
Nano Diver,PlayStation Portable,2011,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,Unknown
Mary King'S Riding School 2,Nintendo Wii,2009,Simulation,Midas Interactive Entertainment,0.0,0.02,0.0,0.0,0.02,Unknown
Elkrone No Atelier: Dear For Otomate,PlayStation Portable,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Top Gear Rpm Tuning,Xbox,2005,Racing,Wanadoo,0.01,0.0,0.0,0.0,0.02,Babylon Software
Painkiller: Hell & Damnation,Xbox 360,2013,Shooter,Nordic Games,0.0,0.01,0.0,0.0,0.02,Unknown
Memories Off: Yubikiri No Kioku,Xbox 360,2010,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
Otometeki Koi Kakumei * Love Revo!! Ds,Nintendo DS,2008,Adventure,Gungho,0.0,0.0,0.02,0.0,0.02,Unknown
Tv Anime Idolm@Ster: Cinderella Girls G4U! Pack Vol.4,PlayStation 3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Clock Zero: Shuuen No Ichibyou - Extime,PlayStation Vita,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Cross + Channel,PlayStation Portable,2010,Adventure,Cyberfront,0.0,0.0,0.02,0.0,0.02,Unknown
Mark Mcmorris Infinite Air,PlayStation 4,2016,Sports,Furyu Corporation,0.01,0.0,0.0,0.0,0.02,HB Studios Multimedia
Shin Hayarigami 2,PlayStation Vita,2016,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,Unknown
Cabela'S Big Game Hunter: Pro Hunts,Nintendo Wii U,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.02,Cauldron Ltd.
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,Nintendo DS,2010,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Micro Machines V4,PlayStation Portable,2006,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02,Supersonic Software
Root Infinity Rexx,PlayStation Vita,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Dungeons - The Dark Lord,Personal Computer,2011,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,Kalypso
Zero No Tsukaima: Muma Ga Tsumugu Yokaze No Nocturne,PlayStation 2,2007,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Unknown
Memories Off: Yubikiri No Kikou,PlayStation Portable,2011,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
Hurry Up Hedgehog!,Nintendo DS,2009,Racing,O Games,0.02,0.0,0.0,0.0,0.02,Unknown
L.G.S: Shinsetsu Houshinengi,PlayStation Portable,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Battle Engine Aquila,Xbox,2003,Shooter,Atari,0.01,0.0,0.0,0.0,0.02,Lost Toys
Divinity: Original Sin,Personal Computer,2014,Role Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,Larian Studios
One Piece Mansion,PlayStation,2001,Action,Capcom,0.01,0.01,0.0,0.0,0.02,Capcom
Discworld Ii: Mortality Bytes!,PlayStation,1996,Adventure,Psygnosis,0.01,0.01,0.0,0.0,0.02,Unknown
Uchi No 3 Shimai Ds,Nintendo DS,2008,Misc,Culture Brain,0.0,0.0,0.02,0.0,0.02,Unknown
Airline Tycoon,Personal Computer,2000,Simulation,Interplay,0.0,0.01,0.0,0.0,0.02,Spellbound
Soul Eater: Monotone Princess,Nintendo Wii,2008,Action,Square Enix,0.0,0.0,0.02,0.0,0.02,Unknown
Strike Witches: Shirogane No Tsubasa,Xbox 360,2010,Strategy,Cyberfront,0.0,0.0,0.02,0.0,0.02,Unknown
Kaleidoeve,PlayStation Vita,2015,Adventure,Hunex,0.0,0.0,0.02,0.0,0.02,Unknown
Big Idea'S Veggietales: Larryboy And The Bad Apple,Game Boy Advance,2006,Action,Crave Entertainment,0.01,0.0,0.0,0.0,0.02,Unknown
Broken Sword 5: The Serpent'S Curse,Xbox One,2015,Adventure,Revolution Software,0.0,0.02,0.0,0.0,0.02,Revolution Software
My Ballet Studio,Nintendo DS,2009,Simulation,505 Games,0.01,0.0,0.0,0.0,0.02,505 Games
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,Nintendo DS,2010,Action,Hudson Soft,0.0,0.0,0.02,0.0,0.02,Unknown
Moujuutsukai To Oujisama,PlayStation 2,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Rocksmith 2014 Edition Remastered,PlayStation 4,2016,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.02,Ubisoft
Bomberman 2,Nintendo DS,2008,Puzzle,Hudson Soft,0.0,0.01,0.0,0.0,0.02,Unknown
Unreal Tournament 2004,Personal Computer,2004,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,Epic Games
Shinseiki Gpx Cyber Formula: Road To The Infinity 4,PlayStation 2,2007,Racing,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02,Unknown
Cube,PlayStation Portable,2007,Puzzle,D3Publisher,0.02,0.0,0.0,0.0,0.02,Metia Interactive
Pirates Of The Burning Sea,Personal Computer,2008,Role Playing,Koch Media,0.0,0.01,0.0,0.0,0.02,Flying Lab Software
Just Cause,Personal Computer,2006,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,Avalanche Studios
Army Men: Major Malfunction,Xbox,2006,Shooter,Global Star,0.01,0.0,0.0,0.0,0.02,Team 17
Dunamis 15,Xbox 360,2011,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
Sansuu Puzzle De Migaku: Gakken Otona No Shikou Sense,Nintendo DS,2007,Misc,Gakken,0.0,0.0,0.02,0.0,0.02,Unknown
Yoake Yori Ruriiro Na Portable,PlayStation Portable,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Unknown
Big Bass Fishing,PlayStation,2002,Action,Take Two Interactive,0.0,0.0,0.02,0.0,0.02,Coresoft
Storm Lover 2Nd V,PlayStation Vita,2016,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Reine Des Fleurs,PlayStation Vita,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Densha De Go! Shinkansen Ex: Sanyou Shinkansen-Hen,Nintendo Wii,2007,Simulation,Taito,0.0,0.0,0.02,0.0,0.02,Unknown
Namco Museum 50Th Anniversary (Jp Sales),PlayStation 2,2005,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Turbo: Super Stunt Squad,PlayStation 3,2013,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.02,Monkey Bar Games
The Haunted: Hell'S Reach,Personal Computer,2011,Shooter,Visco,0.02,0.0,0.0,0.0,0.02,ValuSoft
Disciples Iii: Renaissance,Personal Computer,2010,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,Akella
The Longest Journey,Personal Computer,1999,Adventure,Empire Interactive,0.0,0.01,0.0,0.0,0.02,Funcom
Mana Khemia 2: Ochita Gakuen To Renkinjutsushi Tachi Portable+,PlayStation Portable,2009,Role Playing,Gust,0.0,0.0,0.02,0.0,0.02,Unknown
Let'S Pilates!,Nintendo DS,2007,Misc,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,Vanpool
Irritating Stick,PlayStation,1998,Action,Saurus,0.01,0.01,0.0,0.0,0.02,Unknown
Chou!! Super Nep League Ds,Nintendo DS,2008,Sports,Jaleco,0.0,0.0,0.02,0.0,0.02,Unknown
Wta Tour Tennis,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,Now Production
Lost: Via Domus,Personal Computer,2008,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,Ubisoft Montreal
Judge Dredd: Dredd Vs Death,Xbox,2003,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.02,Rebellion
Rugby League Live 3,PlayStation 3,2015,Action,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.02,Big Ant Studios
Simple 2000 Series Vol. 105: The Maid Fuku To Kikanjuu,PlayStation 2,2006,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Platypus,PlayStation Portable,2006,Shooter,Funsta,0.02,0.0,0.0,0.0,0.02,Squashy Software
Davis Cup Tennis,Game Boy Advance,2002,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.02,Hokus Pokus
Pro Rally,GameCube,2002,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.02,Ubisoft
Kimi Ni Todoke: Sodateru Omoi,Nintendo DS,2009,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.02,Unknown
Elven Legacy Collection,Personal Computer,2010,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,1C:Ino-Co
Hands On! Tangrams,Nintendo DS,2009,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02,Unknown
Brave Story: Boku No Kioku To Negai,Nintendo DS,2006,Role Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Zombie Hunters 2,PlayStation 2,2006,Action,Essential Games,0.0,0.0,0.02,0.0,0.02,Unknown
Memories Off #5: Encore,PlayStation 2,2007,Adventure,Cyberfront,0.0,0.0,0.02,0.0,0.02,Unknown
Custom Drive,PlayStation Portable,2012,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Dark Void,Personal Computer,2010,Action,Capcom,0.0,0.01,0.0,0.0,0.02,Airtight Games
Lego Star Wars: The Video Game,Personal Computer,2005,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,Unknown
Tsuyo Kiss 2 Gakki: Swift Love,PlayStation 2,2009,Adventure,Revolution (Japan),0.0,0.0,0.02,0.0,0.02,Unknown
Konductra,Nintendo DS,2006,Puzzle,O3 Entertainment,0.02,0.0,0.0,0.0,0.02,oeFun
Samurai Jack: The Shadow Of Aku,GameCube,2004,Action,Sega,0.01,0.0,0.0,0.0,0.02,Adrenium
Cookie & Cream,Nintendo DS,2007,Platform,505 Games,0.01,0.0,0.0,0.0,0.02,Unknown
Winning Post 7 2013,PlayStation Vita,2013,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown
The Incredibles: Rise Of The Underminer,Personal Computer,2005,Action,Thq,0.01,0.0,0.0,0.0,0.02,Heavy Iron Studios
Psychedelica Of The Black Butterfly,PlayStation Vita,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown
Stronghold Legends,Personal Computer,2006,Strategy,Take Two Interactive,0.0,0.01,0.0,0.0,0.02,FireFly Studios
Let'S Yoga!,Nintendo DS,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Vanpool
Busou Renkin: Youkoso Papillon Park E,PlayStation 2,2007,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Unknown
Ore Wa Shoujo Mangaka,PlayStation Portable,2012,Action,Giza10,0.0,0.0,0.02,0.0,0.02,Unknown
Emergency 2012,Nintendo DS,2010,Simulation,Rondomedia,0.0,0.01,0.0,0.0,0.02,Unknown
Puyo Puyo Tetris,Nintendo Wii U,2014,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,Unknown
Exhibition Volume 6,Xbox,2004,Misc,Microsoft Game Studios,0.01,0.0,0.0,0.0,0.02,Unknown
Oshiri Kajiri Mushi No Rhythm Lesson Ds: Kawai Ongaku Kyoushitsu Kanshuu,Nintendo DS,2008,Misc,Sega,0.0,0.0,0.02,0.0,0.02,Unknown
Kuma No Pooh-San: 100 Acre No Mori No Cooking Book,Nintendo DS,2011,Misc,Disney Interactive Studios,0.0,0.0,0.02,0.0,0.02,Unknown
Collar X Malice,PlayStation Vita,2016,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Otomate
Kao The Kangaroo Round 2,GameCube,2005,Platform,Jowood Productions,0.01,0.0,0.0,0.0,0.02,Tate Interactive
The Dark Hills Of Cherai,Personal Computer,2009,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.02,ChaYoWo Games
Pirates Plundarrr,Nintendo Wii,2010,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,Boomzap
Zoey 101: Field Trip Fiasco,Nintendo DS,2007,Action,Thq,0.02,0.0,0.0,0.0,0.02,THQ
Dream C Club: Gogo,PlayStation 3,2014,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Usavichi: Game No Jikan,Nintendo DS,2011,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Summer Challenge: Athletics Tournament,Nintendo Wii,2011,Sports,Pqube,0.0,0.01,0.0,0.0,0.02,Unknown
Battle Spirits: Hero'S Soul,PlayStation Portable,2010,Role Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown
Pachi-Slot Higrashi No Naku Koro Ni Matsuri,PlayStation 2,2010,Misc,Alchemist,0.0,0.0,0.02,0.0,0.02,Unknown
Otona No Renai Shousetsu: Harlequin Selection,Nintendo DS,2010,Misc,Nintendo,0.0,0.0,0.02,0.0,0.02,Unknown
White Album 2: Shiawase No Mukougawa,PlayStation Vita,2013,Adventure,Aqua Plus,0.0,0.0,0.02,0.0,0.02,Unknown
W.L.O. Sekai Renai Kikousen,Xbox 360,2010,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
New Interpretation Stranger Of Sword City,PlayStation Vita,2016,Role Playing,Experience Inc.,0.0,0.0,0.02,0.0,0.02,Unknown
Final Fantasy Xi: All-In-One Pack 2006,Xbox 360,2006,Role Playing,Square Enix,0.0,0.0,0.02,0.0,0.02,Unknown
Pippa Funnell: Ranch Rescue,Nintendo Wii,2007,Adventure,Ubisoft,0.0,0.01,0.0,0.0,0.02,Unknown
Joint Operations: Combined Arms,Personal Computer,2009,Shooter,Novalogic,0.01,0.0,0.0,0.0,0.02,Unknown
Kadenz Fermata &  & Akkord:Fortissimo,PlayStation Vita,2014,Adventure,5Pb,0.0,0.0,0.02,0.0,0.02,Unknown
Worms World Party,Personal Computer,2001,Strategy,Virgin Interactive,0.0,0.01,0.0,0.0,0.02,Team 17
Poupee Girl Ds 2: Elegant Mint  &  Sweet Pink Style,Nintendo DS,2010,Misc,Alvion,0.0,0.0,0.02,0.0,0.02,Unknown
Dancing On Ice,Nintendo DS,2010,Sports,Ghostlight,0.0,0.01,0.0,0.0,0.02,Unknown
Winning Post 7: Maximum 2007,PlayStation 3,2007,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown
Professional Farmer 2016,PlayStation 4,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02,Unknown
Sarah: Keeper Of The Unicorn,Nintendo DS,2009,Adventure,Dreamcatcher Interactive,0.01,0.0,0.0,0.0,0.02,Unknown
Storm Lover 2Nd,PlayStation Portable,2013,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown
Gears Of War,Personal Computer,2007,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,Epic Games
Dragon Booster,Nintendo DS,2005,Shooter,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,Konami Computer Entertainment Hawaii
